Feature,rank,C_VISUAL_PATH,C_NAME,MOD,key_for_search,lab_low,lab_high,raw_text,ref_link
KUH|COMPONENT_ID:3090#@Labs|Aggregate:Last,189,Laboratory Tests (KUH Hierarchy)\HEMATOLOGY (KUH)\249-COAGULATION\INR (#3090),INR (#3090),@Labs|Aggregate:Last,inr,2,3,In healthy people an INR of 1.1 or below is considered normal. An INR range of 2.0 to 3.0 is generally an effective therapeutic range for people taking warfarin for disorders such as atrial fibrillation or a blood clot in the leg or lung.,https://www.mayoclinic.org/tests-procedures/prothrombin.../pac-20384661
KUH|COMPONENT_ID:2473#NG/ML@Labs|Aggregate:Last,191,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Creatine kinase (LP15510-8)\Creatine kinase isoenzymes (LP32868-9)\Creatine kinase.MB (LP15513-2)\Creatine Kinase.MB | Bld-Ser-Plas (LP41716-9)\CK MB SerPl-mCnc (13969-1)\CKMB(#2473),CKMB(#2473),@Labs|Aggregate:Last,ckmb,3,5,"A significant concentration of CK–MB isoenzyme is found almost exclusively in the myocardium, and the appearance of elevated CK–MB levels in serum is highly specific and sensitive for myocardial cell wall injury. Normal reference values for serum CK–MB range from 3 to 5% (percentage of total CK) or 5 to 25 IU/L.",https://www.ncbi.nlm.nih.gov/books/NBK352/
KUH|COMPONENT_ID:2033#MG/DL@Labs|Aggregate:Median,198,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Mineral, bone, joint, connective tissue (LP31413-5)\Phosphate (LP14912-7)\Phosphate | Bld-Ser-Plas (LP43710-0)\Phosphate SerPl-mCnc (2777-1)\PHOSPHORUS(#2033)",PHOSPHORUS(#2033),@Labs|Aggregate:Median,phosphorus,2.5,4.5,"Serum phosphorus is measured in milligrams of phosphorus per deciliter of blood (mg/dL). According to Mayo Medical Laboratories, a normal range for adults is generally 2.5 to 4.5 mg/dL. The normal range varies slightly depending on your age.",https://www.healthline.com/health/serum-phosphorus
KUH|COMPONENT_ID:2002#MMOL/L@Labs|Aggregate:Last,200,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Electrolytes - single valence (LP19403-2)\Potassium (LP15098-4)\Potassium | Bld-Ser-Plas (LP42189-8)\Potassium SerPl-sCnc (2823-3)\POTASSIUM(#2002),POTASSIUM(#2002),@Labs|Aggregate:Last,potassium,3.5,5,"The normal potassium level in the blood is 3.5-5.0 milliEquivalents per liter (mEq/L). Potassium levels between 5.1 mEq/L to 6.0 mEq/L are considered to be mild hyperkalemia. Potassium levels of 6.1 mEq/L to 7.0 mEq/L are moderate hyperkalemia, and levels above 7 mEq/L reflect severe hyperkalemia.",https://www.emedicinehealth.com/hyperkalemia/article_em.htm
KUH|COMPONENT_ID:3093#MG/DL@Labs|Aggregate:Last,201,Laboratory Tests (LOINC Hierarchy)\Coagulation (LP19284-6)\Routine (LP31624-7)\Fibrinogen (LP14704-8)\Fibrinogen | Platelet poor plasma (LP44929-5)\Fibrinogen PPP-mCnc (3255-7)\FIBRINOGEN(#3093),FIBRINOGEN(#3093),@Labs|Aggregate:Last,fibrinogen,149,353,Fibrinogen is a soluble protein in the plasma that is broken down to fibrin by the enzyme thrombin to form clots. The reference range for the different fibrinogen tests are as follows: Fibrinogen antigen: 149-353 mg/dL. Fibrinogen: 150-400 mg/dL.,https://emedicine.medscape.com/article/2085501-overview
KUH|COMPONENT_ID:3087#SEC@Labs|Aggregate:Last,202,Laboratory Tests (LOINC Hierarchy)\Coagulation (LP19284-6)\Routine (LP31624-7)\Prothrombin time (PT) (LP16870-5)\Prothrombin Time (PT) | Platelet poor plasma (LP51872-7)\Prothrombin time (5902-2)\PROTIME(#3087),PROTIME(#3087),@Labs|Aggregate:Last,protime,11,13.5,"Most of the time, results are given as what is called INR (international normalized ratio). If you are not taking blood thinning medicines, such as warfarin, the normal range for your PT results is: 11 to 13.5 seconds. INR of 0.8 to 1.1.",https://medlineplus.gov/ency/article/003652.htm
KUH|COMPONENT_ID:7164#MG/DL@Labs|Aggregate:Median,206,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Protein (LP15838-3)\Albumin (LP6118-6)\Albumin | Urine (LP41466-1)\Microalbumin Ur-mCnc (14957-5)\MICROALBUMIN, RAN(#7164)","MICROALBUMIN, RAN(#7164)",@Labs|Aggregate:Median,microalbumin,30,300,"A ratio of albumin (mcg/L) to creatinine (mg/L) of less than 30 is normal; a ratio of 30-300 signifies microalbuminuria and values above 300 are considered as macroalbuminuria. On a standard urine dipstick, 10-20 mg/dL is the minimal detection limit of protein.",https://emedicine.medscape.com/article/2088184-overview
KUH|COMPONENT_ID:2000#MMOL/L@Labs|Aggregate:Last,207,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Electrolytes - single valence (LP19403-2)\Sodium (LP15099-2)\Sodium | Bld-Ser-Plas (LP48861-6)\Sodium SerPl-sCnc (2951-2)\SODIUM(#2000),SODIUM(#2000),@Labs|Aggregate:Last,sodium,135,145,The normal range for blood sodium levels is 135 to 145 mEq/L. Normal value ranges may vary slightly among different laboratories. Some labs use different measurements or test different samples.,https://www.ucsfhealth.org/tests/003481.html
KUH|COMPONENT_ID:1180010057#MMHG@Labs|Aggregate:Last,208,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\TV REST PULMONARY ARTERY PRESSURE (#1180010057),TV REST PULMONARY ARTERY PRESSURE (#1180010057),@Labs|Aggregate:Last,pulmonary artery pressure at rest,8,20,"Normal pulmonary artery pressure is 8-20 mm Hg at rest. If the pressure in the pulmonary artery is greater than 25 mm Hg at rest or 30 mmHg during physical activity, it is abnormally high and is called pulmonary hypertension.",www.heart.org/...pressure/...pressure/pulmonary-hypertension-high-blood- pressure-in-the-heart-to-lung-system
KUH|COMPONENT_ID:2068#U/L@Labs|Aggregate:Median,214,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Triacylglycerol lipase (LP14915-0)\Triacylglycerol Lipase | Bld-Ser-Plas (LP49451-5)\Lipase SerPl-cCnc (3040-3)\LIPASE(#2068),LIPASE(#2068),@Labs|Aggregate:Median,lipase,23,85,"However, most of the enzymes made in the pancreas are released into the small intestine. In a healthy individual, a normal blood amylase level is around 23-85 units per liter (U/L), although some lab ranges for normal amylase go up to 140 U/L. A normal lipase level can range from 0-160 U/L depending on the lab.",https://www.healthline.com/health/amylase-and-lipase-tests
KUH|COMPONENT_ID:1180000615#CM@Labs|Aggregate:Last,216,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D ECHO\LEFT VENTRICULAR INTERNAL DIMENSION IN DIASTOLE (#1180000615),LEFT VENTRICULAR INTERNAL DIMENSION IN DIASTOLE (#1180000615),@Labs|Aggregate:Last,left ventricular internal dimension in diastole,0,5.6,"LV internal diameter in diastole measured in the normal range (5.6 cm); indexed volume was severely dilated (LV end-diastolic volume (LVEDV) 200 mL, LVEDV index (LVEDVi) 100 mL/m2).",https://openheart.bmj.com/content/1/1/e000147
KUH|COMPONENT_ID:133#(CALC)@Labs|Aggregate:Last,226,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\198-GENERAL CHEMISTRY\ALBUMIN/GLOBULIN RATIO (#133),ALBUMIN/GLOBULIN RATIO (#133),@Labs|Aggregate:Last,albumin/globulin ratio,0.8,2,"The normal A/G ratio is 0.8-2.0. The A/G ratio can be decreased in response to a low albumin or to elevated globulins. Total globulins may be increased in some chronic inflammatory diseases (TB, syphilis) multiple myeloma, collagen disease, and rheumatoid arthritis.",https://www.questdiagnostics.com/testcenter/BUOrderInfo.action?tc...
KUH|COMPONENT_ID:1180010032#MSEC@Labs|Aggregate:Last,227,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\E WAVE DECELARTION TIME (#1180010032),E WAVE DECELARTION TIME (#1180010032),@Labs|Aggregate:Last,e wave decelartion time,140,240,"Normal diastolic function. Under normal conditions most of the blood will fill the ventricle during early diastole (passive filling). Thus, the E-wave is taller than the A-wave. ... The shape of the E-wave is quite symmetrical and the normal deceleration time (DT) - cut off value: 140 - 240 msec.",https://www.123sonography.com/book/338
KUH|COMPONENT_ID:1180000095#MMHG@Labs|Aggregate:Last,229,Cardiology Lab Results\Nuclear Cardiology (KUH)\ADENOSINE THALLIUM MPI STRESS TEST\BASELINE BP (#1180000095),BASELINE BP (#1180000095),@Labs|Aggregate:Last,baseline blood pressure,95,145,"The average blood pressure for an adult is 120/80 mm Hg. However, this is only an average and the healthcare provider needs to consider acceptable ranges for individual clients. For example, in adults, normal blood pressure can range from 95–145/60–90 mm Hg.",https://opentextbc.ca/vitalsign/chapter/blood-pressure-ranges/
KUH|COMPONENT_ID:1180000620#%@Labs|Aggregate:Median,233,Laboratory Tests (LOINC Hierarchy)\Blood Bank (LP32651-9)\Fetal cell screen | Bld-Ser-Plas (LP40634-5)\Fetal Cell Scn Bld Ql Rosette (33900-2)\FRACTIONAL SHORTENING(#1180000620),FRACTIONAL SHORTENING(#1180000620),@Labs|Aggregate:Median,fractional shortening,25,45,"Normal range is 25-45%, Mild is 20-25%, Moderate is 15-20%, and Severe is <15%. Cardiology Diagnostic Tests Midwall fractional shortening may also be used to measure diastolic/systolic changes for inter-ventricular septal dimensions and posterior wall dimensions.",https://en.wikipedia.org/wiki/Ventricle_(heart)
KUH|COMPONENT_ID:2034#% OF TOTAL HGB@Labs|Aggregate:Last,237,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Hemoglobin normal variant (LP31617-1)\Hemoglobin A (LP14554-7)\Hemoglobin A1 (LP16412-6)\Hemoglobin A1c (LP16413-4)\Hemoglobin A1c | Bld-Ser-Plas (LP100945-7)\Hgb A1c MFr Bld HPLC (17856-6)\HEMOGLOBIN A1C(#2034),HEMOGLOBIN A1C(#2034),@Labs|Aggregate:Last,hemoglobin a1c,5.7,6.4,"The more glucose that enters the bloodstream, the higher the amount of glycated hemoglobin,” Dr. Dodell says. An A1C level below 5.7 percent is considered normal. An A1C between 5.7 and 6.4 percent signals prediabetes. Type 2 diabetes is diagnosed when the A1C is over 6.5 percent.",https://www.everydayhealth.com/type-2-diabetes/.../ways-lower-your-a1c/
KUH|COMPONENT_ID:1180000620#%@Labs|Aggregate:Last,240,Laboratory Tests (LOINC Hierarchy)\Blood Bank (LP32651-9)\Fetal cell screen | Bld-Ser-Plas (LP40634-5)\Fetal Cell Scn Bld Ql Rosette (33900-2)\FRACTIONAL SHORTENING(#1180000620),FRACTIONAL SHORTENING(#1180000620),@Labs|Aggregate:Last,fractional shortening,25,45,"Normal range is 25-45%, Mild is 20-25%, Moderate is 15-20%, and Severe is <15%. Cardiology Diagnostic Tests Midwall fractional shortening may also be used to measure diastolic/systolic changes for inter-ventricular septal dimensions and posterior wall dimensions.",https://en.wikipedia.org/wiki/Ventricle_(heart)
KUH|COMPONENT_ID:2011#MG/DL@Labs|Aggregate:Last,241,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\198-GENERAL CHEMISTRY\GLUCOSE (#2011),GLUCOSE (#2011),@Labs|Aggregate:Last,glucose,3.9,7.1,"The normal blood glucose level (tested while fasting) for non-diabetics, should be between 3.9 and 7.1 mmol/L (70 to 130 mg/dL). The mean normal blood glucose level in humans is about 5.5 mmol/L (100 mg/dL); however, this level fluctuates throughout the day.",https://en.wikipedia.org/wiki/Blood_sugar_level
KUH|COMPONENT_ID:3093#MG/DL@Labs|Aggregate:Median,243,Laboratory Tests (LOINC Hierarchy)\Coagulation (LP19284-6)\Routine (LP31624-7)\Fibrinogen (LP14704-8)\Fibrinogen | Platelet poor plasma (LP44929-5)\Fibrinogen PPP-mCnc (3255-7)\FIBRINOGEN(#3093),FIBRINOGEN(#3093),@Labs|Aggregate:Median,fibrinogen,149,353,Fibrinogen is a soluble protein in the plasma that is broken down to fibrin by the enzyme thrombin to form clots. The reference range for the different fibrinogen tests are as follows: Fibrinogen antigen: 149-353 mg/dL. Fibrinogen: 150-400 mg/dL.,https://emedicine.medscape.com/article/2085501-overview
KUH|COMPONENT_ID:3019#CELLS/UL@Labs|Aggregate:Median,244,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Monocytes+Macrophages (LP14312-0)\Monocytes (LP14313-8)\Monocytes | Bld-Ser-Plas (LP48349-2)\Monocytes # Bld Auto (742-7)\ABSOLUTE MONO COUNT(#3019),ABSOLUTE MONO COUNT(#3019),@Labs|Aggregate:Median,mono,2,7,Reference ranges for differential white blood cell count in normal adults is as follows: Neutrophils - 2.0–7.0×109/l (40–80%) Lymphocytes - 1.0–3.0×109/l (20–40%) Monocytes - 0.2–1.0×109/l (2–10%),https://emedicine.medscape.com/article/2085133-overview
KUH|COMPONENT_ID:1180010030#@Labs|Aggregate:Last,248,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\E/A RATIO (#1180010030),E/A RATIO (#1180010030),@Labs|Aggregate:Last,e/a ratio,1.43,2.33,"||Normal Values diastolic parameters. Measurement ... E/A ratio, 1.88 ± 0.45 (
0.98-2.78), 1.53 ± 0.40 (0.73-2.33), 1.28 ± 0.25 (0.78-1.78), 0.96 ± 0.18 (0.6-1.32)
.||Diastolic dysfunction. Grade I (impaired relaxation): This is a normal finding and occurs in nearly 100% of individuals by the age of 60.||An average E/e´ ratio above 14 is indicative of diastolic dysfunction (ratios between 8 and 12 denote possible diastolic dysfunction). The pattern will be that of pseudonormal filling.||Normally in adults it is less than 220 milliseconds. On the left is a heart with normal diastolic function, and on the right is a heart of impaired relaxation (note the different height of the E and A waves). Note the DT is prolonged - another hallmark of impaired relaxation.||orating institutions of the Normal Reference Ranges for Echocardiography ..... ratio increased with aging. Normal values of septal E/e. ' ratio and average.||Thus the effects of diastolic dysfunction on the E/A ratio and E wave ... Published normal ranges have been produced for both methods, with colour TDI velocities ...||Oct 11, 2014 ... The normal values for these measurements are age dependent; E and E/A ratio 
decrease while IVRT, DT, and A velocity increase with age [14].||Apr 20, 2016 ... measurement that falls within the normal range for a given age group does .... tive 
LV filling is reversible or not) because a decrease in E/A ratio.||Age is a primary consideration when defining normal values of mitral inflow 
velocities and time intervals.28 With increasing age, the mitral E velocity and E/A
 ...||Age is a primary consideration when defining normal values of mitral inflow 
velocities and time intervals. With increas- ing age, the mitral E velocity and E/A ratio ...",https://www.echopedia.org/wiki/Diastolic_Function
KUH|COMPONENT_ID:2404#%@Labs|Aggregate:Median,259,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Protein (LP15838-3)\Globulin (LP14885-5)\Alpha globulin (LP31743-5)\Alpha 1 globulin (LP15833-4)\Alpha 1 Globulin | Bld-Ser-Plas (LP43036-0)\Alpha1 Glob MFr SerPl Elph (13978-2)\ALPHA 1(#2404),ALPHA 1(#2404),@Labs|Aggregate:Median,alpha 1,100,300,"Most hospital laboratories report serum alpha1-antitrypsin levels in milligrams per decimeter, with a reference range of approximately 100-300 mg/dL. Levels less than 80 mg/dL suggest a significant risk for lung disease.",https://emedicine.medscape.com/article/295686-workup
KUH|COMPONENT_ID:2016#MMOL/L@Labs|Aggregate:Median,261,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Sugars/Sugar metabolism (LP31399-6)\Lactate (LP15686-6)\Lactate | Blood arterial (LP48121-5)\Lactate BldA-sCnc (2518-9)\LACTIC ACID(SYRINGE)(#2016),LACTIC ACID(SYRINGE)(#2016),@Labs|Aggregate:Median,lactic acid,0.5,1,The normal blood lactate concentration in unstressed patients is 0.5-1 mmol/L. Patients with critical illness can be considered to have normal lactate concentrations of less than 2 mmol/L. Hyperlactatemia is defined as a mild to moderate persistent increase in blood lactate concentration (2-4 mmol/L) without metabolic ...,https://emedicine.medscape.com/article/768159-overview
KUH|COMPONENT_ID:1180010063#@Labs|Aggregate:Median,272,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\E/E' RATIO (#1180010063),E/E' RATIO (#1180010063),@Labs|Aggregate:Median,e/e' ratio,1.43,2.33,"Normal Values diastolic parameters. Measurement ... E/A ratio, 1.88 ± 0.45 (
0.98-2.78), 1.53 ± 0.40 (0.73-2.33), 1.28 ± 0.25 (0.78-1.78), 0.96 ± 0.18 (0.6-1.32)
.||Nov 26, 2009 ... The ratio of the transmitral Doppler E wave velocity and the ..... most of the values 
for E/E' were within what is thought to be the 'normal range'.||orating institutions of the Normal Reference Ranges for Echocardiography ..... ratio increased with aging. Normal values of septal E/e. ' ratio and average.||The left atrial pressures are normal. The deceleration time of the E wave is 
prolonged measuring > 200 ms. The e/e' ratio measured by tissue Doppler is normal.||Thus the size of the E-wave relative to the A-wave will increase, and the E/A ratio will return to the range of 0.8 to 1.5. DT and IVRT (< 90 ms) will also decrease. The spectrum will look very similar to that of “normal” diastolic function. ... Pseudonormal filling is classified as grade II diastolic dysfunction.||lic mitral annular velocity (E') ratio. (E/E' ratio) assessed by .... adjusted to a range 
of 15 to 20 cm/s. Gain was .... more, E/E' ratio <8 suggests normal. LV filling ...||Dec 28, 2012 ... The E/e' ratio can predict mortality and cardiovascular events in .... The left atrium 
size was 4.84 ± 0.64 cm (normal range, 3.0 to 4.5), the E was ...||This review will discuss the use the E/e' ratio in prediction of LV filling pressure ... 
However, echocardiographic methods can give us unreliable values under ... the 
correlation of this ratio with filling pressure, and the prediction of normal and ...||Jun 22, 2016 ... However, current Doppler echocardiography reference values are derived ... The 
mitral E/A ratio, e' velocity, and E/e', which are representative ...||Apr 20, 2016 ... subclinical disorders that could lead to the wide normal ranges. Some indices, 
however, are less age dependent, and this includes. E/e. 0 ratio ...",https://www.echopedia.org/wiki/Diastolic_Function
KUH|COMPONENT_ID:7016#/HPF@Labs|Aggregate:Last,273,"Laboratory Tests (LOINC Hierarchy)\Urinalysis (LP32744-2)\Cells (LP14738-6)\Leukocytes (LP14419-3)\WBC # Ur Auto (51487-7)\WBC, UA(#7016)","WBC, UA(#7016)",@Labs|Aggregate:Last,"wbc, ua",4500,11000,"If you're healthy, you can still have elevated leukocytes in your bloodstream and urine. A normal range in the bloodstream is between 4,500-11,000 WBCs per microliter. A normal range in the urine is lower than in the blood, and may be from 0-5 WBCs per high power field (wbc/hpf).",https://www.healthline.com/health/leukocytes-in-urine
KUH|COMPONENT_ID:145#G/DL (CALC)@Labs|Aggregate:Median,274,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\198-GENERAL CHEMISTRY\GLOBULIN (#145),GLOBULIN (#145),@Labs|Aggregate:Median,globulin,2,3.5,"Normal value ranges are: Serum globulin: 2.0 to 3.5 grams per deciliter (g/dL) or 20 to 35 grams per liter (g/L) IgM component: 75 to 300 milligrams per deciliter (mg/dL) or 750 to 3,000 milligrams per liter (mg/L) IgG component: 650 to 1,850 mg/dL or 6.5 to 18.50 g/L.",https://medlineplus.gov/ency/article/003544.htm
KUH|COMPONENT_ID:1180000615#CM@Labs|Aggregate:Median,277,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D ECHO\LEFT VENTRICULAR INTERNAL DIMENSION IN DIASTOLE (#1180000615),LEFT VENTRICULAR INTERNAL DIMENSION IN DIASTOLE (#1180000615),@Labs|Aggregate:Median,left ventricular internal dimension in diastole,0,5.6,"LV internal diameter in diastole measured in the normal range (5.6 cm); indexed volume was severely dilated (LV end-diastolic volume (LVEDV) 200 mL, LVEDV index (LVEDVi) 100 mL/m2).",https://openheart.bmj.com/content/1/1/e000147
KUH|COMPONENT_ID:2005#MMOL/L@Labs|Aggregate:Last,279,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Electrolytes - single valence (LP19403-2)\Bicarbonate (LP15441-6)\Bicarbonate | Bld-Ser-Plas (LP46218-1)\HCO3 Ser-sCnc (1963-8)\CO2(#2005),CO2(#2005),@Labs|Aggregate:Last,co2,23,29,The normal range for CO2 is 23 to 29 mEq/L (milliequivalent units per liter of blood). The blood test often measures blood pH along with CO2 levels to further determine the cause of your symptoms. Blood pH is a measurement of acidity or alkalinity. Alkalosis is when your body fluids are too alkaline.,https://www.healthline.com/health/co2-blood-test
KUH|COMPONENT_ID:1180011045#MS@Labs|Aggregate:Median,280,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHO W/3-D IMAGING - CONGENITAL HEART DISEASE\MV STENOSIS PRESSURE HALF TIME (#1180011045),MV STENOSIS PRESSURE HALF TIME (#1180011045),@Labs|Aggregate:Median,mv stenosis pressure half time,60,90,"Definition of Mitral Stenosis Severity ... Pressure half-time (PHT) is defined as the 
time interval in milliseconds between the maximum mitral gradient in early 
diastole and the time point where the gradient is half the maximum initial value.||Below an up-to-date list of echocardiographic normal values. ..... Pressure half-time < 200 ms; Holodiastolic aortic flow reversal in descending aorta ... relaxation
, in the absence of mitral stenosis or other causes of elevated LA pressure.||Pressure half-time > 500 ms; Normal LV size*. Intermediate values. Pressure half-time < 200 ms; Holodiastolic aortic flow reversal in descending aorta; 
Moderate or greater LV enlargement**.||Quantification of mitral valve stenosis[1] ... Pressure half-time. By using an 
empirical formula ... stenosis. Heart rates of between 60 and 90/min give best results.||The left atrial-left ventricular pressure gradient was 15.6 +/- 6.9 mmHg, range 6-32; the mean pressure gradient was 8.4 +/- 3.7 mmHg, range 3-17; the pressure half time 170.2 +/- 62.3 ms, range 83-330.||Oct 10, 2016 ... Thus, a mitral valve area =1.5 cm2 is considered severe. ... Diastolic pressure half-time ..... pressure gradient to reach half its value or for the.||The mitral valve pressure half-time (Till) has become ac- cepted over the past ... 
to decrease to half of its maximal early diastolic value, was used originally with ...||Nov 1, 2010 ... Pressure half-time is an inaccurate measure of mitral valve area in many ... As in 
native mitral stenosis or the assessment of a prosthetic mitral valve, ... the 
atrioventricular pressure gradient to fall by one-half of its initial value ...||Results. The study group consisted of 51 patients with MS for each of ... Clinical 
and echocardiographic characteristics of patients with mitral stenosis ... mitral valve area by pressure half-time method; MVAPLN, mitral ...||Stenosis: EAE/ASE Recommendations for. Cli i l P .... is half the maximum initial value. ... Figure 9. Estimation of mitral valve area using the pressure half-time.",www.csecho.ca/wp-content/themes/twentyeleven.../cardiomath/?...
KUH|COMPONENT_ID:2004#MMOL/L@Labs|Aggregate:Last,281,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Electrolytes - single valence (LP19403-2)\Chloride (LP15483-8)\Chloride | Bld-Ser-Plas (LP46433-6)\Chloride SerPl-sCnc (2075-0)\CHLORIDE(#2004),CHLORIDE(#2004),@Labs|Aggregate:Last,chloride,96,106,"The normal range for blood chloride is between 96 and 106 milliequivalents of chloride per liter of blood (mEq/L). A chloride level that's above normal means there's too much chloride in your blood, which is called hyperchloremia.",https://www.healthline.com/health/chloride-test-blood
KUH|COMPONENT_ID:1180000094#BPM@Labs|Aggregate:Last,284,Cardiology Lab Results\Nuclear Cardiology (KUH)\ADENOSINE THALLIUM MPI STRESS TEST\BASELINE HR (#1180000094),BASELINE HR (#1180000094),@Labs|Aggregate:Last,baseline hr,60,100,A normal resting heart rate for adults ranges from 60 to 100 beats per minute.,https://www.mayoclinic.org/healthy-lifestyle/.../heart-rate/faq-20057979
KUH|COMPONENT_ID:2197#NG/DL@Labs|Aggregate:Last,289,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Endocrine (LP31396-2)\Thyroid Hormones- (LP31666-8)\Thyroxine (LP15900-1)\Thyroxine free (LP29119-2)\Thyroxine Free | Bld-Ser-Plas (LP43741-5)\T4 Free SerPl-mCnc (3024-7)\FREE T4(#2197),FREE T4(#2197),@Labs|Aggregate:Last,free t4,80,200,"||2 days ago ... The normal reference range for total T3 is 80-200 ng/dL. The normal reference range for free T3: is 2.3- 4.2 ng/mL. For standard diagnostic purposes, a low total T3 or free T3 along with elevated TSH are considered evidence of hypothyroidism.||Test Abbreviation Typical Ranges Serum thyroxine T4 4.6-12 ug/dl Free 
thyroxine fraction FT4F 0.03.||Aug 25, 2017 ... So talk to your doctor about the normal ranges expected for your child. There may also be some variation between labs. Typical results in adults for the free T4 test generally range from 0.9 to 2.4 nanograms per deciliter (ng/dL).||Feb 22, 2018 ... A typical normal range is 0.9 to 2.3 nanograms per deciliter (ng/dL), or 12 to 30 picomoles per liter (pmol/L). Normal value ranges may vary slightly among different laboratories.||Oct 16, 2014 ... Free thyroxine (free T4) tests help evaluate thyroid function and diagnose thyroid 
... the thyroid stimulating hormone (TSH) level is abnormal.||Blood tests to measure TSH, T4, T3 and Free T4 are readily available and widely 
used. Tests to ... Patients who are hyperthyroid will have an elevated T3 level.||The goal of this study was to evaluate different TSH cutoffs leading to reflex Free T4 testing, with the purpose to determine whether a widened normal range ...||Subclinical hyperthyroidism (SCH) is defined as a low thyroid-stimulating 
hormone (TSH) level with normal free T4 and free T3 levels in patients without 
specific ...||Jul 23, 2013 ... The following conditions can be associated with thyroxine (T4) (total thyroxine [
TT4], free thyroxine [FT4]) values that are higher than normal:.||Dec 22, 2014 ... This will tell you the levels of free or active form of T4. This will be low in cases of 
hypothyroidism but can be normal in subclinical, early stages ...",https://www.endocrineweb.com/conditions/thyroid/thyroid-function-tests
KUH|COMPONENT_ID:133#(CALC)@Labs|Aggregate:Median,293,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\198-GENERAL CHEMISTRY\ALBUMIN/GLOBULIN RATIO (#133),ALBUMIN/GLOBULIN RATIO (#133),@Labs|Aggregate:Median,albumin/globulin ratio,0.8,2,"The normal A/G ratio is 0.8-2.0. The A/G ratio can be decreased in response to a low albumin or to elevated globulins. Total globulins may be increased in some chronic inflammatory diseases (TB, syphilis) multiple myeloma, collagen disease, and rheumatoid arthritis.",https://www.questdiagnostics.com/testcenter/BUOrderInfo.action?tc...
KUH|COMPONENT_ID:1180030100#M2@Labs|Aggregate:Median,296,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\BSA (#1180030100),BSA (#1180030100),@Labs|Aggregate:Median,bsa,0,1.7,"The ""normal"" body surface area is generally taken to be 1.7 m2 but, in actual fact, the body surface area depends on more than just height and weight. Other influential factors include the age and gender of the individual. For example: Average body surface area for adult men: 1.9 m2.",https://www.medicinenet.com/script/main/art.asp?articlekey=39851
KUH|COMPONENT_ID:3009#THOUSAND/UL@Labs|Aggregate:Median,298,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Leukocytes | Bld-Ser-Plas (LP41402-6)\WBC # Bld (26464-8)\WBC COUNT(#3009),WBC COUNT(#3009),@Labs|Aggregate:Median,wbc count,4500,11000,"The normal number of WBCs in the blood is 4,500 to 11,000 WBC per microliter (4.5 to 11.0 × 109/L). Normal value ranges may vary slightly among different labs. Some labs use different measurements or may test different specimens. Talk to your provider about your test results.",https://medlineplus.gov/ency/article/003643.htm
